UniqueID,PersonID,Group,PractLevel,Sequence,ItemNum,NormVariant,Defect_Type,Diagnosis,UserTOC,Certainty,ItemNAbN,Accurate
8831,FL012,FL,Fellow,173,A0103,FALSE,None,Normal,16.565,Probably,Normal,1
8832,FL012,FL,Fellow,174,A0151,FALSE,Avulsion fx of distal fibula,Avulsion fracture of the distal fibula,94.933,Probably,Abnormal,0
8833,FL012,FL,Fellow,175,A0018,FALSE,None,Normal,14.95,Probably,Normal,1
8834,FL012,FL,Fellow,176,A0135,FALSE,None,Normal,13.857,Probably,Normal,1
8835,FL012,FL,Fellow,177,A0021,FALSE,None,Normal,32.578,Probably,Normal,0
8836,FL012,FL,Fellow,178,A0129,FALSE,None,Normal,12.391,Probably,Normal,1
8837,FL012,FL,Fellow,179,A0191,FALSE,SH I of distal fibula. May be an avulsion fracture of distal fibula,Salter-Harris I fracture of the distal fibula cannot be excluded There may be an avulsion fracture of the distal fibula,43.975,Probably,Abnormal,1
8838,FL012,FL,Fellow,180,A0212,FALSE,None,Normal,21.259,Probably,Normal,1
8839,FL012,FL,Fellow,181,A0086,FALSE,None,Normal,47.081,Probably,Normal,1
8840,FL012,FL,Fellow,182,A0219,FALSE,SH II of distal fibula,Salter-Harris II fracture of the distal fibula is suggested,16.394,Probably,Abnormal,1
8841,FL012,FL,Fellow,183,A0087,FALSE,None,Normal,24.064,Probably,Normal,0
8842,FL012,FL,Fellow,184,A0019,FALSE,None,Normal,141.135,Probably,Normal,1
8843,FL012,FL,Fellow,185,A0073,FALSE,None,Normal,12.661,Definitely,Normal,0
8844,FL012,FL,Fellow,186,A0193,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula Growth arrest lines are seen on both the tibia and fibula,21.397,Probably,Abnormal,0
8845,FL012,FL,Fellow,187,A0118,FALSE,None,Normal,14.497,Probably,Normal,1
8846,FL012,FL,Fellow,188,A0034,FALSE,None,Normal,13.956,Probably,Normal,1
8847,FL012,FL,Fellow,189,A0141,FALSE,None,Normal,12.361,Probably,Normal,1
8848,FL012,FL,Fellow,190,A0202,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,21.446,Probably,Abnormal,1
8849,FL012,FL,Fellow,191,A0053,FALSE,None,Normal,14.561,Probably,Normal,1
8850,FL012,FL,Fellow,192,A0125,FALSE,None,Normal,11.15,Probably,Normal,1
8851,FL012,FL,Fellow,193,A0077,FALSE,None,Normal,11.449,Probably,Normal,1
8852,FL012,FL,Fellow,194,A0142,FALSE,None,Normal,17.314,Probably,Normal,1
8853,FL012,FL,Fellow,195,A0190,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,49.723,Probably,Abnormal,1
8854,FL012,FL,Fellow,196,A0080,FALSE,None,Normal,15.958,Probably,Normal,1
8855,FL012,FL,Fellow,197,A0176,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,15.817,Probably,Abnormal,1
8856,FL012,FL,Fellow,198,A0051,FALSE,None,Normal,45.463,Probably,Normal,1
8857,FL012,FL,Fellow,199,A0049,FALSE,None,Normal,12.402,Probably,Normal,1
8858,FL012,FL,Fellow,200,A0066,FALSE,None,Normal,25.162,Probably,Normal,1
8859,FL012,FL,Fellow,201,A0121,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,22.798,Probably,Normal,0
8860,FL012,FL,Fellow,202,A0165,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,22.231,Probably,Abnormal,0
8861,FL012,FL,Fellow,203,A0032,FALSE,None,Normal,13.128,Probably,Normal,1
8862,FL012,FL,Fellow,204,A0174,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,15.938,Probably,Abnormal,1
8863,FL012,FL,Fellow,205,A0104,FALSE,None,Normal,14.119,Probably,Normal,1
8864,FL012,FL,Fellow,206,A0024,FALSE,None,Normal,15.357,Probably,Normal,1
8865,FL012,FL,Fellow,207,A0060,FALSE,None,Normal,19.357,Probably,Normal,1
8866,FL012,FL,Fellow,208,A0134,FALSE,None,Normal,19.813,Probably,Normal,0
8867,FL012,FL,Fellow,209,A0098,FALSE,None,Normal,21.92,Probably,Normal,1
8868,FL012,FL,Fellow,210,A0116,FALSE,None,Normal,26.307,Probably,Normal,1
8869,FL012,FL,Fellow,211,A0173,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,21.544,Probably,Abnormal,0
8870,FL012,FL,Fellow,212,A0013,FALSE,None,Normal,33.626,Probably,Normal,1
8871,FL012,FL,Fellow,213,A0183,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,22.826,Probably,Abnormal,1
8872,FL012,FL,Fellow,214,A0115,FALSE,None,Normal,38.611,Probably,Normal,1
8873,FL012,FL,Fellow,215,A0081,FALSE,None,Normal,13.636,Probably,Normal,1
8874,FL012,FL,Fellow,216,A0071,FALSE,None,Normal,29.722,Definitely,Normal,0
8875,FL012,FL,Fellow,217,A0249,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,12.855,Definitely,Abnormal,1
8876,FL012,FL,Fellow,218,A0192,FALSE,None,Normal,20.586,Probably,Normal,0
8877,FL012,FL,Fellow,219,A0155,FALSE,Avulsion fx of distal fibula,Linear avulsion fracture of the distal fibular tip,25.915,Probably,Abnormal,0
8878,FL012,FL,Fellow,220,A0114,FALSE,None,Normal,37.904,Probably,Normal,1
8879,FL012,FL,Fellow,221,A0050,FALSE,None,Normal,20,Probably,Normal,1
8880,FL012,FL,Fellow,222,A0040,FALSE,None,Normal,10.369,Probably,Normal,1
8881,FL012,FL,Fellow,223,A0204,TRUE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture and normal variant with extra distal tibial ossificaiton centre.,10.224,Definitely,Abnormal,0
8882,FL012,FL,Fellow,224,A0149,FALSE,None,Normal,16.324,Probably,Normal,1
8883,FL012,FL,Fellow,225,A0068,FALSE,None,Normal,10.512,Probably,Normal,1
8884,FL012,FL,Fellow,226,A0145,FALSE,None,Normal,25.319,Probably,Normal,1
8885,FL012,FL,Fellow,227,A0017,FALSE,None,Normal,12.008,Probably,Normal,1
8886,FL012,FL,Fellow,228,A0213,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,20.148,Probably,Abnormal,1
8887,FL012,FL,Fellow,229,A0168,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and extra ossification centre of talus,17.98,Probably,Abnormal,1
8888,FL012,FL,Fellow,230,A0132,FALSE,None,Normal,12.071,Probably,Normal,1
8889,FL012,FL,Fellow,231,A0161,FALSE,Distal fibular epiphyseal avulsion fx SH I also suspected,Salter-Harris I of distal fibula and possible distal fibular avulsion fracture,11.477,Probably,Abnormal,0
8890,FL012,FL,Fellow,232,A0063,FALSE,None,Normal,14.025,Probably,Normal,1
8891,FL012,FL,Fellow,233,A0187,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and an os trigonum posterior to the talus,12.458,Probably,Abnormal,1
8892,FL012,FL,Fellow,234,A0152,FALSE,Distal fibular epiphyseal avulsion fx,An os trigonum is present and there is an avulsion fracture in the medial aspect of the fibular epiphysis,16.733,Probably,Abnormal,0
8893,AT001,AT,Staff,1,A0131,FALSE,None,Normal,132.11,Probably,Normal,1
8894,AT001,AT,Staff,2,A0253,FALSE,SH IV of distal tibia,Salter-Harris IV fracture of the distal tibia,64.047,Definitely,Abnormal,1
8895,AT001,AT,Staff,3,A0075,FALSE,None,Normal,102.375,Probably,Normal,1
8896,AT001,AT,Staff,4,A0191,FALSE,SH I of distal fibula. May be an avulsion fracture of distal fibula,Salter-Harris I fracture of the distal fibula cannot be excluded There may be an avulsion fracture of the distal fibula,73.594,Probably,Abnormal,1
8897,AT001,AT,Staff,5,A0185,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,60.969,Definitely,Abnormal,1
8898,AT001,AT,Staff,6,A0127,FALSE,None,Normal,65.937,Definitely,Normal,0
8899,AT001,AT,Staff,7,A0245,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,76.75,Definitely,Abnormal,1
8900,AT001,AT,Staff,8,A0152,FALSE,Distal fibular epiphyseal avulsion fx,An os trigonum is present and there is an avulsion fracture in the medial aspect of the fibular epiphysis,58.469,Probably,Abnormal,0
8901,AT001,AT,Staff,9,A0215,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,76.141,Probably,Abnormal,1
8902,AT001,AT,Staff,10,A0205,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,73.5,Probably,Abnormal,0
8903,AT001,AT,Staff,11,A0082,FALSE,None,Normal,82.375,Probably,Normal,0
8904,AT001,AT,Staff,12,A0196,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,51.328,Probably,Abnormal,1
8905,AT001,AT,Staff,13,A0123,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,90.625,Probably,Normal,1
8906,AT001,AT,Staff,14,A0005,FALSE,None,Normal,68.547,Definitely,Normal,1
8907,AT001,AT,Staff,15,A0059,FALSE,None,Normal,70.469,Probably,Normal,1
8908,AT001,AT,Staff,16,A0202,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,53.281,Probably,Abnormal,1
8909,AT001,AT,Staff,17,A0121,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,80.812,Probably,Normal,0
8910,AT001,AT,Staff,18,A0065,FALSE,None,Normal,46.829,Probably,Normal,1
8911,AT001,AT,Staff,19,A0071,FALSE,None,Normal,91,Probably,Normal,0
8912,AT001,AT,Staff,20,A0128,FALSE,None,Normal,44.875,Probably,Normal,1
8913,AT001,AT,Staff,21,A0117,FALSE,None,Normal,40.11,Probably,Normal,1
8914,AT001,AT,Staff,22,A0220,FALSE,SH II of distal fibula,Salter-Harris II fracture of the distal fibula,52.875,Definitely,Abnormal,1
8915,AT001,AT,Staff,23,A0153,FALSE,SH1 and Avulsion fx of distal fibula,Suggestive of a Salter-Harris I fracture and most likely a distal fibular avulsion fracture,109.937,Probably,Abnormal,0
8916,AT001,AT,Staff,24,A0163,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis Extra ossification centre of tibia and os trigonum,91.563,Probably,Abnormal,0
8917,AT001,AT,Staff,25,A0088,FALSE,None,Normal,30.062,Probably,Normal,1
8918,AT001,AT,Staff,26,A0040,FALSE,None,Normal,49.938,Probably,Normal,1
8919,AT001,AT,Staff,27,A0055,FALSE,None,Normal,50.312,Probably,Normal,1
8920,AT001,AT,Staff,28,A0212,FALSE,None,Normal,77.687,Probably,Normal,1
8921,AT001,AT,Staff,29,A0027,FALSE,None,Normal,29.406,Definitely,Normal,1
8922,AT001,AT,Staff,30,A0023,TRUE,Growth Arrest Line,Normal variant with the presence of a growth arrest line,30.703,Definitely,Normal,1
8923,AT001,AT,Staff,31,A0244,FALSE,SH III of distal tibia,Salter-Harris III fracture of the tibia,52.516,Definitely,Abnormal,1
8924,AT001,AT,Staff,32,A0050,FALSE,None,Normal,99.906,Probably,Normal,1
8925,AT001,AT,Staff,33,A0057,FALSE,None,Normal,29.297,Definitely,Normal,1
8926,AT001,AT,Staff,34,A0249,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,35.141,Definitely,Abnormal,1
8927,AT001,AT,Staff,35,A0229,FALSE,SH II of distal tibia,Salter-Harris II fracture of the distal tibia,46.328,Probably,Abnormal,1
8928,AT001,AT,Staff,36,A0139,FALSE,None,Normal,45.75,Probably,Normal,1
8929,AT001,AT,Staff,37,A0144,TRUE,Possible fibrocartilagenous coalition of the talocalcaneal joint,Normal variant with possible fibrocartilaginous coalition of the middle facette of the talocalcaneal joint,44.844,Definitely,Normal,1
8930,AT001,AT,Staff,38,A0069,FALSE,None,Normal,45.391,Probably,Normal,1
8931,AT001,AT,Staff,39,A0102,FALSE,None,Normal,44.922,Probably,Normal,0
8932,AT001,AT,Staff,40,A0087,FALSE,None,Normal,757.437,Probably,Normal,1
8933,AT001,AT,Staff,41,A0193,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula Growth arrest lines are seen on both the tibia and fibula,46.906,Probably,Abnormal,0
8934,AT001,AT,Staff,42,A0026,FALSE,None,Normal,60.593,Probably,Normal,1
8935,AT001,AT,Staff,43,A0101,FALSE,None,Normal,703.64,Probably,Normal,0
8936,AT001,AT,Staff,44,A0051,FALSE,None,Normal,24.094,Definitely,Normal,1
8937,AT001,AT,Staff,45,A0140,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre at the superior part of the calcaneus,34.985,Probably,Normal,1
8938,AT001,AT,Staff,46,A0067,FALSE,None,Normal,1514.36,Probably,Normal,1
8939,AT001,AT,Staff,47,A0164,FALSE,Distal fibular epiphyseal avulsion fx,Linear avulsion fracture of the tip of the fibular epiphysis,69.61,Probably,Abnormal,0
8940,AT001,AT,Staff,48,A0078,FALSE,None,Normal,52.406,Probably,Normal,1
8941,AT001,AT,Staff,49,A0113,FALSE,None,Normal,24.094,Probably,Normal,1
8942,AT001,AT,Staff,50,A0177,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,98.063,Probably,Abnormal,1
8943,AT001,AT,Staff,51,A0222,FALSE,SH II of distal fibula,Likely a Salter-Harris I or II fracture of the distal fibula,72.813,Probably,Abnormal,1
8944,AT001,AT,Staff,52,A0160,FALSE,Avulsion fx of distal fibula,Avulsion fracture of the distal fibula,21.438,Definitely,Abnormal,1
8945,AT001,AT,Staff,53,A0228,FALSE,SH II of distal tibia and spiral fracture of fibula,Salter-Harris II fracture of distal tibia  Spiral fracture of the fibula and tibia,31.578,Definitely,Abnormal,1
8946,AT001,AT,Staff,54,A0011,FALSE,Medial malleolar avulsion fracture,Cannot rule out medial malleolar avulsion fracture,42.625,Probably,Abnormal,0
8947,AT001,AT,Staff,55,A0200,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and extra ossification centre adjacent to the medial malleolus,67.281,Probably,Abnormal,1
8948,AT001,AT,Staff,56,A0012,FALSE,None,Normal,38239.1,Probably,Normal,1
8949,AT001,AT,Staff,57,A0157,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,34.75,Probably,Abnormal,1
8950,AT001,AT,Staff,58,A0073,FALSE,None,Normal,77,Probably,Normal,0
8951,AT001,AT,Staff,59,A0170,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,122.156,Probably,Abnormal,0
8952,AT001,AT,Staff,60,A0053,FALSE,None,Normal,49.813,Probably,Normal,1
8953,AT001,AT,Staff,61,A0246,FALSE,SH III of distal tibia,Tillaux fracture (Salter III) of the distal tibia,24.141,Definitely,Abnormal,1
8954,AT001,AT,Staff,62,A0150,FALSE,None,Normal,47.047,Probably,Normal,1
8955,AT001,AT,Staff,63,A0125,FALSE,None,Normal,75.86,Probably,Normal,1
8956,AT001,AT,Staff,64,A0167,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,50.125,Probably,Abnormal,1
8957,AT001,AT,Staff,65,A0183,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,77.484,Probably,Abnormal,1
8958,AT001,AT,Staff,66,A0019,FALSE,None,Normal,47.797,Probably,Normal,0
8959,AT001,AT,Staff,67,A0032,FALSE,None,Normal,22.641,Probably,Normal,1
8960,AT001,AT,Staff,68,A0173,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,62.234,Probably,Abnormal,1
8961,AT001,AT,Staff,69,A0172,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,40.859,Probably,Abnormal,0
8962,AT001,AT,Staff,70,A0096,FALSE,None,Normal,31.782,Probably,Normal,1
8963,AT001,AT,Staff,71,A0243,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,128.157,Probably,Abnormal,1
8964,AT001,AT,Staff,72,A0206,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,139.531,Probably,Abnormal,1
8965,AT001,AT,Staff,73,A0036,FALSE,None,Normal,68.797,Probably,Normal,1
8966,AT001,AT,Staff,74,A0105,FALSE,None,Normal,94.75,Probably,Normal,1
8967,AT001,AT,Staff,75,A0081,FALSE,None,Normal,32.703,Probably,Normal,1
8968,AT001,AT,Staff,76,A0028,FALSE,None,Normal,758.031,Probably,Normal,1
8969,AT001,AT,Staff,77,A0141,FALSE,None,Normal,37.969,Definitely,Normal,1
8970,AT001,AT,Staff,78,A0086,FALSE,None,Normal,92.609,Probably,Normal,0
8971,AT001,AT,Staff,79,A0103,FALSE,None,Normal,28.391,Definitely,Normal,1
8972,AT001,AT,Staff,80,A0004,FALSE,A0001,Normal,53.859,Probably,Normal,1
8973,AT001,AT,Staff,81,A0033,TRUE,Os supranaviculare,Normal variant with an os supranaviculare,35.281,Probably,Normal,1
8974,AT001,AT,Staff,82,A0076,FALSE,None,Normal,39.031,Probably,Normal,1
8975,AT001,AT,Staff,83,A0014,FALSE,None,Normal,53.016,Probably,Normal,1
8976,AT001,AT,Staff,84,A0119,FALSE,None,Normal variant with growth arrest line at distal tibia,1308.09,Probably,Normal,1
8977,AT001,AT,Staff,85,A0238,FALSE,SH IV of distal tibia,Salter-Harris IV (Triplane) fracture of the distal tibia,94.516,Definitely,Abnormal,1
8978,AT001,AT,Staff,86,A0199,FALSE,None,Normal,277.234,Probably,Normal,0
8979,AT001,AT,Staff,87,A0003,FALSE,None,Normal,67.734,Probably,Normal,0
8980,AT001,AT,Staff,88,A0174,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,57.953,Probably,Abnormal,1
8981,AT001,AT,Staff,89,A0146,FALSE,None,Normal,35.391,Probably,Normal,1
8982,AT001,AT,Staff,90,A0211,FALSE,None,Normal,57.546,Definitely,Normal,0
8983,AT001,AT,Staff,91,A0099,FALSE,None,Normal,128.578,Probably,Normal,1
8984,AT001,AT,Staff,92,A0134,FALSE,None,Normal,35.563,Probably,Normal,1
8985,AT001,AT,Staff,93,A0077,FALSE,None,Normal,40.141,Probably,Normal,1
8986,AT001,AT,Staff,94,A0046,TRUE,Extra Ossicle,Normal variant with an extra ossicle at the tip of lateral malleolus,70.734,Probably,Normal,1
8987,AT001,AT,Staff,95,A0138,FALSE,None,Normal,75.094,Probably,Normal,1
8988,AT001,AT,Staff,96,A0120,FALSE,None,Normal,55.297,Probably,Normal,1
8989,AT001,AT,Staff,97,A0104,FALSE,None,Normal,51.125,Probably,Normal,1
8990,AT001,AT,Staff,98,A0247,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibial epiphysis,101.969,Probably,Abnormal,0
8991,AT001,AT,Staff,99,A0044,FALSE,None,Normal,52.578,Probably,Normal,1
8992,AT001,AT,Staff,100,A0165,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,65.235,Probably,Abnormal,0
8993,AT001,AT,Staff,101,A0039,FALSE,None,Normal,38.453,Probably,Normal,1
8994,AT001,AT,Staff,102,A0070,FALSE,None,Normal,67.219,Probably,Normal,1
8995,AT001,AT,Staff,103,A0166,TRUE,Os Trigonum,Normal variant with os trigonum posterior to talus,130.781,Probably,Normal,1
8996,AT001,AT,Staff,104,A0115,FALSE,None,Normal,89.156,Probably,Normal,1
8997,AT001,AT,Staff,105,A0110,FALSE,None,Normal,58.813,Probably,Normal,1
8998,AT001,AT,Staff,106,A0129,FALSE,None,Normal,69.422,Probably,Normal,1
8999,AT001,AT,Staff,107,A0116,FALSE,None,Normal,58.5,Probably,Normal,1
9000,AT001,AT,Staff,108,A0114,FALSE,None,Normal,95.375,Probably,Normal,1
9001,AT001,AT,Staff,109,A0195,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,41.891,Probably,Abnormal,1
9002,AT001,AT,Staff,110,A0034,FALSE,None,Normal,16.485,Probably,Normal,1
9003,AT001,AT,Staff,111,A0223,FALSE,SH II of distal fibula and avulsion of distal tibia,Salter-Harris II fracture of the distal fibula,34.172,Definitely,Abnormal,1
9004,AT001,AT,Staff,112,A0137,FALSE,None,Normal,55.391,Probably,Normal,1
9005,AT001,AT,Staff,113,A0190,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,76.875,Probably,Abnormal,1
9006,AT001,AT,Staff,114,A0256,FALSE,SH III of distal tibia,Salter-Harris III (Tillaux) fracture of the tibia,89.953,Definitely,Abnormal,1
9007,AT001,AT,Staff,115,A0021,FALSE,None,Normal,75.188,Probably,Normal,0
9008,AT001,AT,Staff,116,A0231,FALSE,SH II of distal tibia. Oblique fracture of the fibula,Salter-Harris II fracture of the distal tibia with significant displacement of the epiphysis Oblique fracture of the distal fibula,52.281,Definitely,Abnormal,1
9009,AT001,AT,Staff,117,A0239,FALSE,Oblique SH II of distal tibia and spiral fracture of distal fibula,Salter-Harris II fracture of distal tibia Associated spiral fracture of the distal fibular shaft,51.781,Definitely,Abnormal,1
9010,AT001,AT,Staff,118,A0248,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,57,Definitely,Abnormal,0
9011,AT001,AT,Staff,119,A0162,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,89.015,Probably,Abnormal,1
9012,AT001,AT,Staff,120,A0251,FALSE,SH IV of distal tibia,Salter-Harris IV fracture of the distal tibia and an accessory ossicle adjacent to the lateral malleolus,65.391,Probably,Abnormal,1
9013,AT001,AT,Staff,121,A0204,TRUE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture and normal variant with extra distal tibial ossificaiton centre.,172.078,Probably,Abnormal,0
9014,AT001,AT,Staff,122,A0063,FALSE,None,Normal,28.094,Probably,Normal,1
9015,AT001,AT,Staff,123,A0109,FALSE,None,Normal,11.562,Probably,Normal,1
9016,AT001,AT,Staff,124,A0219,FALSE,SH II of distal fibula,Salter-Harris II fracture of the distal fibula is suggested,28.25,Probably,Abnormal,1
9017,AT001,AT,Staff,125,A0240,FALSE,SH II of distal tibia and comminuted transverse fracture of distal fibula,Salter-Harris II fracture of the tibia Comminuted transverse fracture of the distal fibula,34.656,Definitely,Abnormal,1
9018,AT001,AT,Staff,126,A0214,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,17.813,Probably,Abnormal,0
9019,AT001,AT,Staff,127,A0217,FALSE,Avulsion fracture of talus or calcaneus,Avulsion fracture of either the talus or calcaneus,67.265,Probably,Abnormal,0
9020,AT001,AT,Staff,128,A0179,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,65.938,Probably,Abnormal,0
9021,AT001,AT,Staff,129,A0182,FALSE,None,Normal,33.328,Probably,Normal,1
9022,AT001,AT,Staff,130,A0186,FALSE,SH I and avulsion of distal fibula,Suggestive of a Salter-Harris I fracture and avulsion fracture of distal fibula,37.922,Probably,Abnormal,1
9023,AT001,AT,Staff,131,A0038,FALSE,None,Normal,40.078,Probably,Normal,1
9024,AT001,AT,Staff,132,A0024,FALSE,None,Normal,22.531,Probably,Normal,1
9025,AT001,AT,Staff,133,A0187,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and an os trigonum posterior to the talus,53.453,Probably,Abnormal,0
9026,AT001,AT,Staff,134,A0072,TRUE,Extra Ossification Centre,Normal variant with secondary ossification centre at distal tibia,24.141,Probably,Normal,1
9027,AT001,AT,Staff,135,A0122,FALSE,None,Normal,17.11,Probably,Normal,1
9028,AT001,AT,Staff,136,A0060,FALSE,None,Normal,73.812,Probably,Normal,1
9029,AT001,AT,Staff,137,A0062,FALSE,None,Normal,32.5,Probably,Normal,1
9030,AT001,AT,Staff,138,A0184,FALSE,None,Normal,29.563,Probably,Normal,0
9031,AT001,AT,Staff,139,A0225,FALSE,Avulsion of distal fibula,Avulsion fracture of the distal fibula,83.719,Probably,Abnormal,1
9032,AT001,AT,Staff,140,A0017,FALSE,None,Normal,51.234,Probably,Normal,1
9033,AT001,AT,Staff,141,A0197,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,147.454,Probably,Abnormal,0
9034,AT001,AT,Staff,142,A0156,FALSE,Avulsion fx of distal fibula with extra ossification centre at tibia,Avulsion fracture of the distal fibula with an extra ossification centre at distal tibia Os trigonum above the calcaneus,88.062,Probably,Abnormal,0
9035,AT001,AT,Staff,143,A0094,TRUE,Extraossification centre,Normal variant with extra ossification centre at distal tibia,107.656,Probably,Normal,0
9036,AT001,AT,Staff,144,A0022,FALSE,None,Normal,18.203,Probably,Normal,1
9037,AT001,AT,Staff,145,A0098,FALSE,None,Normal,30.687,Probably,Normal,1
9038,AT001,AT,Staff,146,A0095,FALSE,None,Normal,55.765,Probably,Normal,0
9039,AT001,AT,Staff,147,A0133,FALSE,None,Normal,177.875,Probably,Normal,1
9040,AT001,AT,Staff,148,A0025,TRUE,Accessory Ossicle,Normal variant with an accessory ossicle about the medial aspect of the distal tibial epiphysis,11.89,Probably,Normal,1
9041,AT001,AT,Staff,149,A0013,FALSE,None,Normal,23.422,Probably,Normal,1
9042,AT001,AT,Staff,150,A0043,FALSE,None,Normal,42.547,Probably,Normal,1
9043,AT001,AT,Staff,151,A0155,FALSE,Avulsion fx of distal fibula,Linear avulsion fracture of the distal fibular tip,33.391,Probably,Abnormal,0
9044,AT001,AT,Staff,152,A0194,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,37.906,Probably,Abnormal,1
9045,AT001,AT,Staff,153,A0136,FALSE,Evidence of healing from an old fracture,Normal with evidence of healing from an old fracture,61.984,Probably,Normal,1
9046,AT001,AT,Staff,154,A0089,FALSE,None,Normal,21.094,Probably,Normal,1
9047,AT001,AT,Staff,155,A0045,FALSE,None,Normal,33.734,Probably,Normal,1
9048,AT001,AT,Staff,156,A0049,FALSE,None,Normal,14.359,Probably,Normal,1
9049,AT001,AT,Staff,157,A0168,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and extra ossification centre of talus,33.016,Probably,Abnormal,0
9050,AT001,AT,Staff,158,A0002,FALSE,None,Normal,15.11,Probably,Normal,1
9051,AT001,AT,Staff,159,A0175,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,23.594,Probably,Abnormal,1
9052,AT001,AT,Staff,160,A0149,FALSE,None,Normal,29.86,Probably,Normal,1
9053,AT001,AT,Staff,161,A0161,FALSE,Distal fibular epiphyseal avulsion fx SH I also suspected,Salter-Harris I of distal fibula and possible distal fibular avulsion fracture,26.484,Probably,Abnormal,1
9054,AT001,AT,Staff,162,A0007,FALSE,Osteochondritis Dissecans,No fracture  Noted osteochondritis dissecans,46.89,Probably,Abnormal,0
9055,AT001,AT,Staff,163,A0147,FALSE,Avusion fx distal fibula,Avulsion fracture of distal fibula,34.125,Probably,Abnormal,1
9056,AT001,AT,Staff,164,A0210,FALSE,None,Normal,36.797,Probably,Normal,1
9057,AT001,AT,Staff,165,A0035,FALSE,None,Normal,13.594,Probably,Normal,1
9058,AT001,AT,Staff,166,A0242,FALSE,SH III of distal tibia,Salter-Harris III fracture of the lateral aspect of the distal tibia,49.938,Definitely,Abnormal,1
9059,AT001,AT,Staff,167,A0237,FALSE,SH II of distal tibia,Displaced Salter-Harris II fracture of the distal tibia,32.891,Definitely,Abnormal,1
